"ID","Survey_year","Weight","Age","Gender","TRACE","Region","Family_type","Parents_college","Poverty","Language_home","SNAP","TANF","SSI","Repeated_grade","Suspended_expelled","Gifted_class","Cares_about_school","Does_homework","Sports","Clubs","Lessons","After_school_program","Religion_event","Any_extracurricular"
"2021_33286081684421_103_2021",2021,3052.9745094,13,"Male",4,2,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,1,0
"2021_33286081684421_104_2021",2021,3052.9745094,12,"Male",4,2,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,1,0
"2021_33286081684421_105_2021",2021,3486.0974814,9,"Male",4,2,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,1,0
"2021_33286081684421_106_2021",2021,2886.2627161,7,"Female",4,2,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,1,0
"2021_33286081684421_107_2021",2021,2886.2627161,6,"Female",4,2,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,1,0
"2021_33286084779721_102_2021",2021,3796.5618182,11,"Male",1,3,2,1,0,"English only",0,0,0,1,0,0,3,1,1,0,0,1,1,1
"2021_33286084982821_102_2021",2021,6158.4443272,17,"Male",1,2,2,NA,0,"English only",0,0,0,0,0,0,3,3,0,0,0,NA,2,0
"2021_33286086006721_103_2021",2021,2600.1543109,7,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,1,0
"2021_33286086006721_103_2024",2024,11764.138922,10,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,1,0
"2021_33286086084421_103_2021",2021,3460.9260551,12,"Female",1,2,1,0,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,3,1
"2021_33286086084421_104_2021",2021,3555.4643632,10,"Female",1,2,1,0,0,"English only",0,0,0,0,0,0,1,1,0,1,0,0,3,1
"2021_33286086150621_103_2021",2021,8308.5745508,11,"Female",1,2,1,0,0,"English only",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_33286086150621_104_2021",2021,7958.1353504,9,"Male",1,2,1,0,0,"English only",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_33286086168621_102_2021",2021,6269.3428275,17,"Male",1,2,1,1,0,"Other language",0,0,0,0,0,0,3,2,1,0,0,NA,1,1
"2021_33286090838121_104_2021",2021,7221.0554157,12,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2021_33286090869521_103_2021",2021,3827.6755616,9,"Female",4,3,1,0,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2021_33286090869521_103_2024",2024,26768.498213,12,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,2,1,0,0,0,1,1,1
"2021_33286092955321_103_2024",2024,7819.4820021,7,"Female",8,3,1,1,0,"English only",0,0,0,0,1,0,4,2,0,1,0,0,1,1
"2021_33286094506021_104_2021",2021,2473.4697992,15,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,NA,1,0
"2021_33286096778721_103_2021",2021,4779.3780618,16,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,NA,4,1
"2021_33286096778721_104_2021",2021,4563.5506565,14,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,0,4,1
"2021_33286098841421_103_2021",2021,7179.7437429,17,"Female",1,3,1,1,0,"Other language",0,0,0,0,0,0,1,1,0,1,1,NA,4,1
"2021_33286098841421_104_2021",2021,5963.3305502,14,"Female",1,3,1,1,0,"Other language",0,0,0,0,0,0,1,1,0,1,1,0,4,1
"2021_33286098841421_104_2024",2024,24418.333154,17,"Female",1,3,1,1,0,"Other language",0,0,0,0,0,0,2,1,0,0,0,NA,4,0
"2021_33286099551621_102_2024",2024,10298.110462,8,"Male",1,3,2,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,3,0
"2021_33292558899521_103_2021",2021,8505.8488756,8,"Male",4,2,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,1,0,4,1
"2021_33292558899521_103_2024",2024,14864.160876,11,"Male",4,2,1,1,0,"Other language",0,0,0,0,0,1,2,1,0,0,1,0,4,1
"2021_33292560608921_102_2024",2024,16197.163478,6,"Female",6,2,2,1,0,"English only",0,0,0,0,0,0,1,1,0,1,1,0,1,1
"2021_33299540096421_103_2021",2021,5840.8512118,14,"Male",1,3,2,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2021_33299540627721_103_2021",2021,5292.9725775,15,"Male",1,3,2,1,0,"English only",0,0,0,0,1,1,3,3,0,0,0,NA,1,0
"2021_33299540627721_104_2021",2021,4873.0972542,11,"Male",1,3,2,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,1,1
"2021_33299540638621_102_2021",2021,5497.1722813,15,"Female",1,3,3,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,4,1
"2021_33299540838621_103_2021",2021,5696.9271351,15,"Male",2,3,2,0,0,"English only",0,0,0,0,0,1,1,1,1,0,0,0,4,1
"2021_33299540840221_102_2021",2021,4056.3098543,11,"Male",1,3,2,1,0,"English only",0,0,0,0,1,0,3,3,1,0,1,0,1,1
"2021_33299542136521_103_2021",2021,4166.6240421,10,"Female",1,3,1,0,0,"English only",0,0,0,0,0,0,2,1,0,0,1,0,1,1
"2021_33299542136521_103_2024",2024,14635.704494,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,1,0,4,1
"2021_33299542136521_104_2021",2021,4563.6012181,7,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,2,1,0,0,1,0,1,1
"2021_33299542136521_104_2024",2024,15963.068235,10,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,3,2,0,0,0,0,4,0
"2021_33299542198821_103_2021",2021,6462.9326039,8,"Male",4,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_33299542198821_103_2024",2024,21270.953195,11,"Male",4,3,1,1,0,"English only",0,0,0,0,0,1,1,1,1,0,0,0,1,1
"2021_33299582448321_402_2024",2024,19385.094782,15,"Female",2,2,2,1,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,NA,2,0
"2021_33299582448321_403_2024",2024,18968.456989,7,"Male",2,2,2,1,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_33299590836521_103_2021",2021,7811.0980028,8,"Male",1,3,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_33299599522021_104_2021",2021,6480.7787829,16,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,NA,1,1
"2021_33299599522021_105_2021",2021,4474.2351144,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2021_33299599522021_106_2021",2021,4671.848198,13,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,2,1,0,0,0,1,1
"2021_39811406823521_103_2021",2021,5328.1863952,10,"Male",1,3,2,0,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,1,0
"2021_39811420995421_102_2021",2021,10664.976113,16,"Female",2,3,2,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,NA,1,0
"2021_39811420995421_103_2021",2021,10890.209683,14,"Female",2,3,2,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,0,1,0
"2021_39811427600921_102_2021",2021,5077.9418982,9,"Male",1,3,2,1,1,"English only",1,0,0,0,0,0,3,1,0,0,0,0,1,0
"2021_39811427608021_102_2021",2021,5729.0996649,7,"Male",2,3,2,1,1,"English only",1,0,1,0,0,1,3,3,0,0,0,0,1,0
"2021_39811427608021_102_2024",2024,8986.2859151,10,"Male",2,3,2,1,1,"English only",1,0,0,0,1,0,3,3,0,0,0,0,1,0
"2021_39811427608021_103_2021",2021,5729.0996649,8,"Male",2,3,2,1,1,"English only",1,0,0,0,0,0,3,3,0,0,0,0,1,0
"2021_39811427608021_103_2024",2024,10227.405299,11,"Male",2,3,2,1,1,"English only",1,0,0,0,1,0,3,3,0,0,0,0,1,0
"2021_39811433448921_103_2021",2021,5133.2230559,16,"Male",1,3,1,1,0,"English only",0,0,0,0,1,1,2,1,0,1,0,NA,1,1
"2021_39811433459421_103_2021",2021,3692.6493477,12,"Female",2,3,1,0,0,"English only",1,0,0,0,0,0,1,1,1,0,1,0,1,1
"2021_39811440604621_102_2021",2021,4491.912137,14,"Female",1,3,3,1,1,"English only",0,0,0,0,1,0,4,3,0,0,0,0,1,0
"2021_39811440859421_103_2021",2021,3511.4199803,13,"Male",1,3,3,0,0,"English only",0,0,0,0,0,0,2,3,0,0,0,0,2,0
"2021_39811440859421_104_2021",2021,3385.9997772,12,"Female",1,3,3,0,0,"English only",0,0,0,0,0,0,2,3,0,0,1,0,2,1
"2021_39811492904621_103_2021",2021,3691.0583728,11,"Male",1,3,1,0,1,"Other language",1,0,0,0,0,0,1,1,1,0,1,0,1,1
"2021_39811492904621_104_2021",2021,4338.2074981,8,"Female",1,3,1,0,1,"Other language",1,0,0,0,0,0,1,1,0,0,1,0,1,1
"2021_39811496795421_102_2021",2021,8714.6438972,14,"Male",2,3,3,0,0,"English only",0,0,0,0,0,0,4,3,0,0,0,0,2,0
"2021_39811496795421_103_2021",2021,7200.8329964,14,"Female",2,3,3,0,0,"English only",0,0,0,0,0,0,2,3,0,0,0,0,2,0
"2021_39811496795421_104_2021",2021,7566.6279375,6,"Female",2,3,3,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39811499568621_103_2021",2021,4413.7640735,9,"Female",2,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,1,1,4,1
"2021_39811499568621_104_2021",2021,4413.7640735,7,"Female",2,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,1,4,1
"2021_39828517294821_103_2021",2021,2878.896792,9,"Female",4,4,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39828517294821_104_2021",2021,2670.6452803,13,"Male",4,4,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39828517294821_106_2021",2021,3225.8986884,14,"Female",4,4,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39828555582021_104_2021",2021,2861.19362,15,"Female",4,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2021_39828560433821_103_2021",2021,2313.8954421,17,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2021_39828560681121_103_2021",2021,4699.3516976,16,"Female",4,4,1,1,0,"English only",0,0,0,0,0,0,6,6,0,0,0,NA,1,0
"2021_39828560987321_103_2021",2021,4476.9668967,6,"Male",1,4,1,1,0,"Other language",0,0,0,0,0,0,1,1,1,0,1,0,2,1
"2021_39828561011021_103_2021",2021,6757.5841444,6,"Male",2,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,0,4,1
"2021_39834299515521_102_2021",2021,3866.2482612,13,"Female",2,3,2,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,3,0
"2021_39834299515521_102_2024",2024,13536.294426,16,"Female",2,NA,2,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021_39834299515521_104_2024",2024,15192.088882,8,"Female",2,NA,2,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021_39834299515521_105_2024",2024,10276.235812,6,"Male",2,NA,2,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021_39840693240121_103_2021",2021,4732.460794,6,"Male",2,3,1,1,0,"English only",0,0,0,0,0,0,1,4,1,0,0,1,1,1
"2021_39841802100921_102_2021",2021,3786.2857147,16,"Female",2,3,2,0,1,"English only",1,0,0,0,1,1,2,1,0,0,0,NA,4,0
"2021_39841802123521_103_2021",2021,3530.9867651,15,"Female",1,3,1,1,0,"English only",1,0,0,0,0,0,2,3,0,0,0,NA,2,0
"2021_39841802123521_104_2021",2021,3788.2784129,8,"Male",1,3,1,1,0,"English only",1,0,0,0,1,0,1,1,0,0,0,0,2,0
"2021_39841802123521_104_2024",2024,8478.6820856,11,"Male",1,3,3,1,1,"English only",0,0,0,0,1,0,2,3,0,1,1,0,4,1
"2021_39841802123521_105_2021",2021,3995.6896009,6,"Male",1,3,1,1,0,"English only",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2021_39841802123521_105_2024",2024,9496.1799039,9,"Male",1,3,3,1,1,"English only",0,0,0,0,0,0,1,1,0,1,1,0,4,1
"2021_39841802148921_301_2024",2024,14279.710892,13,"Female",2,3,2,1,0,"English only",1,0,0,0,0,1,1,1,0,0,0,1,1,1
"2021_39841803453721_103_2021",2021,5210.9912213,8,"Male",1,3,1,1,0,"Other language",0,0,0,0,0,0,1,2,1,0,1,1,1,1
"2021_39841803453721_104_2021",2021,5003.0460379,6,"Female",1,3,1,1,0,"Other language",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"2021_39841809859921_103_2021",2021,4200.388633,14,"Female",2,3,1,1,0,"English only",0,0,0,0,0,1,1,1,1,1,1,0,4,1
"2021_39841809859921_103_2024",2024,11302.763442,17,"Female",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,1,NA,4,1
"2021_39841809859921_106_2024",2024,12685.346626,7,"Female",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,1,0,4,1
"2021_39841810139221_103_2021",2021,6239.3351029,16,"Female",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,NA,1,1
"2021_39841828564721_103_2021",2021,5310.2181634,7,"Female",1,3,2,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39841828564721_103_2024",2024,18981.8062,9,"Female",1,3,2,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_39841828564721_104_2024",2024,18981.8062,8,"Female",1,3,2,0,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,1,0
"2021_39841840652121_103_2021",2021,7710.4828021,13,"Male",2,3,2,1,0,"English only",0,0,0,0,0,0,2,2,1,0,0,0,3,1
"2021_39841840652121_104_2021",2021,6371.1035855,11,"Female",2,3,2,1,0,"English only",0,0,0,0,0,1,1,1,1,0,0,0,3,1
"2021_39841872653121_103_2021",2021,3072.7734881,10,"Male",1,3,2,0,1,"English only",1,0,0,0,0,0,1,4,0,0,0,0,1,0
"2021_39841872653121_104_2021",2021,3227.2047646,7,"Male",1,3,2,0,1,"English only",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_39841872653121_105_2021",2021,2995.1320387,6,"Female",1,3,2,0,1,"English only",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2021_39841894558521_103_2021",2021,6222.4180017,14,"Female",8,3,1,1,0,"Other language",0,0,0,0,0,0,1,2,0,0,0,0,2,0
"2021_39841898227621_103_2021",2021,3216.3953772,16,"Male",2,3,1,0,0,"English only",0,0,0,0,0,0,3,4,0,0,0,NA,1,0
"2021_39841898825521_103_2021",2021,5925.3105355,14,"Male",1,3,1,0,0,"Other language",0,0,0,0,0,1,1,1,0,0,0,0,4,0
"2021_39841898825521_104_2021",2021,6102.2738687,10,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_39841898825521_105_2021",2021,6102.2738687,10,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_39841899526821_103_2021",2021,4966.8541611,7,"Male",4,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2021_39841899526821_103_2024",2024,10905.431406,10,"Male",4,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,1,0,1,4,1
"2021_39841899526821_104_2024",2024,18647.10995,6,"Female",4,3,1,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"2021_39855209882021_103_2021",2021,2233.8579693,16,"Female",1,4,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,NA,1,0
"2021_39855209882021_104_2021",2021,2577.485739,13,"Female",1,4,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,1,0,1,1
"2021_39855209882021_104_2024",2024,7044.0707414,16,"Female",1,4,1,0,0,"Other language",0,0,0,0,0,0,2,2,0,1,0,NA,2,1
"2021_39855209882021_105_2021",2021,3014.5051903,6,"Female",1,4,1,0,0,"Other language",0,0,0,0,0,1,1,1,0,0,0,0,1,0
"2021_39855209882021_105_2024",2024,6909.0362317,9,"Female",1,4,1,0,0,"Other language",0,0,0,0,0,0,4,4,0,0,0,1,2,1
"2021_39881605782021_104_2021",2021,5082.5458671,9,"Male",4,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,0,4,1
"2021_39881634287321_103_2021",2021,3887.2502608,17,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,NA,1,1
"2021_39881634287321_104_2021",2021,4328.2304468,15,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,NA,1,1
"2021_39881660633821_103_2021",2021,4530.4842977,14,"Female",1,4,1,1,0,"Other language",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2021_39881660633821_104_2021",2021,4774.4287614,10,"Female",1,4,1,1,0,"Other language",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2021_39886004656621_102_2024",2024,18172.593347,8,"Male",1,1,2,1,0,"English only",0,0,0,0,0,0,2,2,0,1,1,0,2,1
"2021_39886004656621_103_2024",2024,22164.745514,6,"Male",1,1,2,1,0,"English only",0,0,0,0,0,0,2,2,0,1,1,0,2,1
"2021_39886004908021_102_2021",2021,3712.7919322,12,"Female",1,3,2,1,0,"English only",1,0,0,0,0,1,1,1,0,0,0,0,1,0
"2021_39886004908021_103_2021",2021,4256.2458089,7,"Male",1,3,2,1,0,"English only",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_39886007325821_103_2021",2021,3637.9963973,13,"Male",1,4,1,1,0,"Other language",0,0,0,0,0,0,1,1,1,0,1,0,4,1
"2021_39886007325821_103_2024",2024,11471.808112,16,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,1,1,1,0,1,NA,5,1
"2021_39886007325821_104_2021",2021,3631.0384438,11,"Male",1,4,1,1,0,"Other language",0,0,0,0,0,0,1,1,0,0,1,0,4,1
"2021_39886007325821_104_2024",2024,11844.444042,14,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,1,0,1,0,5,1
"2021_39886007325821_105_2021",2021,4729.0508762,6,"Female",1,4,1,1,0,"Other language",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2021_39886007325821_105_2024",2024,11081.585011,9,"Female",1,4,1,1,0,"English only",0,0,0,1,0,0,2,1,1,0,0,0,5,1
"2021_39886007348321_103_2021",2021,5874.0881081,6,"Male",4,3,1,1,1,"Other language",0,0,0,0,0,1,2,2,0,0,0,0,4,0
"2021_39886007383221_102_2021",2021,4675.3160073,8,"Male",1,4,2,1,1,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39886007387321_103_2021",2021,4846.4816486,15,"Female",1,4,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,NA,1,0
"2021_39886007387321_104_2021",2021,3984.8851656,12,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,0,1,0
"2021_39886008651921_103_2021",2021,3544.0907476,7,"Female",1,4,1,0,0,"English only",0,0,0,0,0,0,3,1,0,0,0,0,2,0
"2021_39886013662621_103_2021",2021,6063.3273288,14,"Male",1,4,1,0,0,"Other language",0,0,0,0,0,0,3,1,0,1,0,0,4,1
"2021_39886013662621_104_2021",2021,6541.3912773,8,"Male",1,4,1,0,0,"Other language",0,0,0,0,0,0,3,1,0,0,0,0,4,0
"2021_39886022281121_103_2021",2021,4451.0510293,11,"Female",1,4,2,1,0,"English only",0,0,0,0,0,0,2,2,1,1,0,0,2,1
"2021_39886022281121_103_2024",2024,12212.351437,14,"Female",1,4,2,1,0,"English only",0,0,0,0,0,0,2,2,0,0,1,0,1,1
"2021_39886022281121_104_2024",2024,13206.774102,8,"Male",1,4,2,1,0,"English only",0,0,0,0,0,0,3,3,1,0,1,0,1,1
"2021_39886022281121_106_2021",2021,4339.0014449,13,"Female",1,4,2,0,0,"English only",0,0,0,0,0,0,2,1,1,1,0,0,4,1
"2021_39886022281121_106_2024",2024,13910.347695,16,"Female",1,4,1,0,0,"English only",0,0,0,0,0,0,1,1,0,1,0,NA,1,1
"2021_39886027600921_103_2021",2021,12269.695703,10,"Male",2,3,1,1,0,"English only",0,0,0,1,0,0,3,1,0,0,0,0,1,0
"2021_39886027600921_103_2024",2024,16556.157746,12,"Male",6,3,1,1,0,"English only",0,0,0,1,0,0,3,1,0,0,1,0,1,1
"2021_39886027609921_105_2021",2021,4830.1567882,14,"Male",1,3,1,NA,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_39886027609921_106_2021",2021,4727.6891118,9,"Female",1,3,1,NA,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_39886027627621_105_2021",2021,3504.7041141,12,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,1,0,5,1
"2021_39886027653921_102_2021",2021,1937.0427217,14,"Male",1,4,2,0,0,"English only",1,0,0,0,1,0,4,4,0,1,1,0,1,1
"2021_39886027653921_103_2021",2021,2089.7691443,9,"Male",1,4,2,0,0,"English only",1,0,0,0,0,0,1,1,0,1,1,1,1,1
"2021_39886027653921_103_2024",2024,4167.2253757,12,"Male",1,4,2,0,0,"English only",0,0,0,0,0,1,2,1,0,0,0,0,2,0
"2021_39886028585721_103_2021",2021,8753.119429,10,"Female",1,1,2,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,0,1,1
"2021_39886032364321_103_2021",2021,6935.7133566,8,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,1,1,1,1
"2021_39886032364321_103_2024",2024,9981.9801427,11,"Female",8,4,1,1,0,"English only",0,0,0,0,0,0,6,6,0,1,1,0,1,1
"2021_39886032364321_104_2024",2024,14236.842257,7,"Female",8,4,1,1,0,"English only",0,0,0,0,0,0,1,2,0,0,1,0,1,1
"2021_39886033454721_102_2021",2021,9950.848466,6,"Female",1,1,2,1,0,"English only",0,0,0,0,0,0,1,1,1,0,1,0,1,1
"2021_39886033483021_103_2021",2021,3612.4670458,15,"Male",4,4,1,1,0,"English only",0,0,0,0,0,1,3,2,0,0,0,0,1,0
"2021_39886040820121_105_2021",2021,1885.9686634,17,"Male",1,4,1,1,0,"English only",0,0,0,0,1,1,3,3,0,0,1,NA,4,1
"2021_39886041552121_103_2021",2021,4657.634205,11,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,2,0
"2021_39886041552121_103_2024",2024,12572.615093,14,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,0,0,2,1
"2021_39886041552121_104_2021",2021,4784.8616727,10,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2021_39886041552121_104_2024",2024,12572.615093,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,0,0,2,1
"2021_39886043824721_103_2021",2021,4476.9668967,6,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,1,1
"2021_39886043824721_103_2024",2024,13604.058095,9,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,2,1,1,0,1,0,1,1
"2021_39886043884821_103_2021",2021,4242.629169,10,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,4,0
"2021_39886043884821_106_2021",2021,5661.7974157,7,"Male",2,4,1,1,0,"English only",0,0,0,0,0,0,1,2,0,0,0,0,4,0
"2021_39886055238621_103_2021",2021,4091.5292501,15,"Male",1,1,2,1,0,"English only",0,0,0,1,1,0,2,1,0,0,0,0,1,0
"2021_39886055238621_104_2021",2021,4655.803341,6,"Male",1,1,2,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2021_39886055240121_103_2021",2021,2961.5657265,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,NA,2,0
"2021_39886055262221_106_2021",2021,8744.5990262,15,"Female",1,1,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,1,NA,4,1
"2021_39886055262221_107_2021",2021,8385.5342215,12,"Female",1,1,1,1,0,"English only",0,0,0,0,0,0,2,1,1,0,1,0,4,1
"2021_39886055262221_107_2024",2024,16307.990122,15,"Female",1,1,2,1,0,"English only",0,0,0,0,0,1,1,1,1,1,1,0,4,1
"2021_39886055269221_103_2021",2021,12156.165031,8,"Female",1,1,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,1,4,1
"2021_39886055282821_103_2021",2021,8173.5448859,6,"Male",1,1,1,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2021_39886055559421_103_2021",2021,2830.2863937,10,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,2,0,1,0,0,1,1
"2021_39886055559421_103_2024",2024,14643.60372,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,3,1,1,1,0,0,1,1
"2021_39886055559421_104_2024",2024,11796.153468,7,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,4,1,1,1,0,0,1,1
"2021_39886060472921_103_2021",2021,3111.407061,17,"Female",1,4,1,1,0,"Other language",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2021_39886060472921_104_2021",2021,3299.0423889,16,"Female",1,4,1,1,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,NA,1,0
"2021_39886060472921_105_2021",2021,3220.5301632,12,"Male",1,4,1,1,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2021_39886060472921_106_2021",2021,3963.5552925,9,"Female",1,4,1,1,0,"Other language",0,0,0,0,0,0,3,2,0,0,0,0,1,0
"2021_39886062556721_103_2021",2021,5339.3878317,7,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2021_39886062556721_103_2024",2024,10233.357603,10,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,1,0,0,1,1
"2021_39886062556721_104_2021",2021,5450.2546967,8,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2021_39886062556721_104_2024",2024,15829.509617,12,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,2,1,0,1,0,1,1
"2021_39886072369121_103_2021",2021,3905.6681132,17,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,1,1,0,NA,1,1
"2021_39886072388421_103_2024",2024,8428.4061595,6,"Male",4,4,1,1,0,"English only",0,0,0,0,0,0,3,2,1,0,0,0,1,1
"2021_39886081608721_103_2021",2021,2692.7185496,16,"Female",6,4,2,1,0,"English only",0,0,0,0,1,1,1,1,0,0,0,NA,1,0
"2021_39886081608721_104_2021",2021,3299.0423889,16,"Female",1,4,NA,NA,1,"English only",0,0,0,0,0,0,2,3,0,0,0,NA,1,0
"2021_39886081640121_103_2021",2021,5124.9406366,12,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2021_39886081640121_104_2021",2021,5725.3202465,10,"Male",1,3,1,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
