"ID","Survey_year","Weight","Age","Gender","TRACE","Region","Family_type","Parents_college","Poverty","Language_home","SNAP","TANF","SSI","Repeated_grade","Suspended_expelled","Gifted_class","Cares_about_school","Does_homework","Sports","Clubs","Lessons","After_school_program","Religion_event","Any_extracurricular"
"2018_33286050129818_104_2021",2021,4912.3424504,13,"Male",1,3,1,0,0,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33286050139418_103_2021",2021,5128.0711217,7,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33286053327718_103_2021",2021,9192.0388808,12,"Female",1,3,1,0,0,"Other language",1,0,0,0,0,1,1,1,0,0,0,0,1,0
"2018_33286053327718_104_2021",2021,10479.941033,6,"Female",1,3,1,0,0,"Other language",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33286053338618_103_2021",2021,1308.5138634,15,"Female",1,NA,1,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_33286053338618_104_2021",2021,1366.3068611,13,"Male",1,NA,1,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_33286053338618_105_2021",2021,1523.448496,10,"Male",1,NA,1,1,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_33286053387918_102_2021",2021,0,13,"Male",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_33286059729418_103_2021",2021,4303.8551097,9,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33286059763018_103_2021",2021,3176.9130934,14,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33286059763018_104_2021",2021,3511.8468938,8,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,4,1,0,0,0,0,1,0
"2018_33286059763018_105_2021",2021,4316.844714,6,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33286059763018_106_2021",2021,3691.022236,14,"Female",1,3,1,NA,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,4,0
"2018_33286059782818_103_2021",2021,5820.6850896,9,"Female",1,2,3,0,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,4,1
"2018_33286059782818_104_2021",2021,6269.0454463,6,"Male",1,2,3,0,0,"English only",0,0,0,0,0,0,2,1,0,0,1,0,4,1
"2018_33286059782818_401_2021",2021,4651.237875,9,"Female",1,2,2,1,0,"English only",1,0,0,0,0,0,2,3,0,0,0,0,1,0
"2018_33286059782818_402_2021",2021,4961.8346113,7,"Male",1,2,2,1,0,"English only",1,0,0,0,0,0,3,3,0,0,0,0,1,0
"2018_33286060406018_103_2021",2021,5665.8840014,13,"Male",1,3,1,1,0,"English only",0,0,0,0,1,0,4,4,0,0,1,0,4,1
"2018_33286060406018_104_2021",2021,6752.767303,11,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,1,0,4,1
"2018_33286060650118_103_2021",2021,3095.1852577,9,"Male",1,3,2,0,1,"English only",1,0,0,0,1,0,4,1,0,0,0,1,1,1
"2018_33286062505418_103_2021",2021,9376.5521404,12,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,1,0,1,1
"2018_33286062505418_104_2021",2021,9517.5837151,9,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,1,1
"2018_33286063369218_102_2021",2021,10589.365893,15,"Female",2,2,2,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2018_33286063369218_103_2021",2021,11127.294835,10,"Female",2,2,2,1,0,"English only",0,0,0,0,0,0,3,3,0,0,0,1,1,1
"2018_33286063369218_104_2021",2021,11127.294835,10,"Female",2,2,2,1,0,"English only",0,0,0,0,1,0,2,2,0,0,0,1,1,1
"2018_33286064808918_102_2021",2021,13849.709845,8,"Male",1,2,2,0,1,"English only",1,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33286064839218_103_2021",2021,15644.607465,11,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_33286064839218_104_2021",2021,17493.628872,6,"Male",1,2,1,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_33286064851818_103_2021",2021,4052.4644447,16,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,1,0,NA,4,1
"2018_33286064893018_103_2021",2021,25741.303178,15,"Female",2,2,2,0,0,"English only",0,0,0,0,0,1,1,2,0,0,0,NA,1,0
"2018_33286068870518_103_2021",2021,11091.159833,12,"Female",1,2,1,0,1,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33286068870518_104_2021",2021,11720.957841,8,"Male",1,2,1,0,1,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33286072608018_103_2021",2021,3603.8653114,9,"Female",7,2,2,0,0,"English only",0,0,0,0,0,0,3,3,0,0,0,0,1,0
"2018_33286072632418_103_2021",2021,12928.519967,7,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,5,1
"2018_33286072650618_102_2021",2021,8443.5250157,15,"Female",1,2,2,1,0,"English only",0,0,0,0,0,1,1,1,1,0,1,NA,1,1
"2018_33286072650618_103_2021",2021,7892.9954294,13,"Female",1,2,2,1,0,"English only",0,0,0,0,0,1,1,1,1,0,1,0,1,1
"2018_33286072685218_103_2021",2021,6912.1982464,17,"Male",1,3,1,1,0,"English only",0,0,0,1,0,0,3,4,1,0,0,NA,4,1
"2018_33286072685218_104_2021",2021,5868.1758296,14,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_33286075556718_105_2021",2021,6050.2748313,13,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,2,1,0,0,0,4,1
"2018_33286075595418_103_2021",2021,4917.496819,17,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,3,1,0,1,0,NA,1,1
"2018_33286075595418_104_2021",2021,4917.496819,17,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,0,NA,1,1
"2018_33286077143118_103_2021",2021,5495.2514813,13,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,0,1,1,1
"2018_33286081031118_104_2021",2021,7233.4241635,14,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,2,1,0,0,0,0,2,0
"2018_33286081059918_104_2021",2021,15704.341564,12,"Female",2,2,1,0,0,"English only",0,0,0,0,0,1,2,1,0,0,0,0,2,0
"2018_33286081089818_103_2021",2021,6613.7177788,16,"Female",3,3,1,NA,0,"English only",0,0,0,0,0,0,1,1,1,0,0,NA,4,1
"2018_33286081420718_104_2021",2021,7510.1987521,6,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,1,0,1,0,1,4,1
"2018_33286081477318_103_2021",2021,7855.1685468,8,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,2,1,1,1,0,0,1,1
"2018_33286081477318_104_2021",2021,7210.6299727,6,"Female",1,2,1,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_33286081645818_103_2021",2021,6628.0651905,8,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33286082887918_102_2021",2021,7600.1370951,10,"Male",5,3,2,NA,0,"English only",0,0,0,1,0,0,3,3,0,1,0,0,1,1
"2018_33286084756618_104_2021",2021,3556.3353349,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33286084845818_402_2021",2021,1641.9804133,16,"Male",1,2,3,1,0,"English only",0,0,0,0,0,0,2,2,1,0,0,NA,4,1
"2018_33286084845818_403_2021",2021,1556.4658677,14,"Male",1,2,3,1,0,"English only",0,0,0,0,1,0,2,1,1,0,0,0,4,1
"2018_33286084914918_105_2021",2021,14190.654816,9,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,2,1,1,0,0,1,1,1
"2018_33286084966018_301_2021",2021,5534.7664599,9,"Female",1,3,NA,NA,NA,"English only",0,0,0,0,0,0,1,1,0,0,0,0,5,0
"2018_33286086019718_103_2021",2021,6179.2652471,8,"Female",1,3,1,0,0,"Other language",0,0,0,0,0,0,2,3,0,1,0,0,4,1
"2018_33286086028418_104_2021",2021,4658.0356576,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,1,NA,4,1
"2018_33286086044918_102_2021",2021,1299.2532092,6,"Male",3,3,1,0,0,"English only",1,1,0,0,0,0,2,2,0,0,0,0,4,0
"2018_33286086044918_302_2021",2021,1369.7356706,15,"Male",1,3,1,0,0,"English only",1,1,0,0,0,0,2,3,0,0,0,NA,4,0
"2018_33286086063818_103_2021",2021,5239.4646301,7,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_33286086063818_104_2021",2021,4412.5372194,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_33286086090518_103_2021",2021,3788.7601376,11,"Female",1,3,1,1,0,"English only",1,0,0,0,0,0,1,1,1,0,0,1,1,1
"2018_33286086185218_103_2021",2021,5695.8695519,11,"Female",1,3,1,1,0,"English only",0,0,0,0,0,1,1,2,0,0,1,0,1,1
"2018_33286086185218_104_2021",2021,5078.4803242,9,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,3,1,1,0,0,0,1,1
"2018_33286093234818_103_2021",2021,4451.775239,15,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,NA,2,0
"2018_33286093234818_104_2021",2021,4161.5132955,14,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33286093234818_105_2021",2021,4660.4549535,10,"Male",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33286093288318_104_2021",2021,4889.1804956,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,3,0,0,0,NA,1,0
"2018_33286093288318_105_2021",2021,6200.2626055,15,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,2,2,0,0,0,NA,1,0
"2018_33286096763818_102_2021",2021,9245.1873143,9,"Female",1,3,2,0,1,"English only",1,0,0,0,0,0,2,1,0,0,0,0,2,0
"2018_33286096763818_103_2021",2021,9007.6453914,7,"Female",1,3,2,0,1,"English only",1,0,0,0,0,0,2,1,0,0,0,0,2,0
"2018_33286096775718_403_2021",2021,5441.3034744,7,"Male",1,2,1,0,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,3,0
"2018_33286096775718_404_2021",2021,5642.5115386,6,"Female",1,2,1,0,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_33286099525918_103_2021",2021,6214.1716197,10,"Male",1,3,2,NA,0,"English only",0,0,0,0,0,0,3,1,0,0,0,0,4,0
"2018_33286099536918_103_2021",2021,4949.1542657,12,"Female",1,2,1,1,0,"English only",0,0,0,0,0,1,1,1,0,1,0,0,5,1
"2018_33286099536918_104_2021",2021,5642.5832769,6,"Female",1,2,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,5,0
"2018_33292510153718_104_2021",2021,11907.083109,16,"Female",1,2,1,0,0,"English only",0,0,0,0,0,1,1,1,1,0,0,NA,1,1
"2018_33292510153718_105_2021",2021,13766.539076,11,"Female",1,2,1,0,0,"English only",0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2018_33292598897918_102_2021",2021,28733.894039,14,"Female",2,2,2,1,0,"English only",0,0,0,0,0,0,1,4,1,0,0,1,2,1
"2018_33299502130118_203_2021",2021,4259.7199772,14,"Female",1,1,1,1,0,"English only",0,0,0,1,0,0,1,1,1,1,0,0,4,1
"2018_33299502177818_103_2021",2021,14586.11723,17,"Male",2,3,1,1,0,"English only",0,0,0,1,0,0,1,1,0,0,0,NA,2,0
"2018_33299505736518_103_2021",2021,0,6,"Male",1,4,1,0,0,"English only",0,0,0,0,0,0,2,1,1,0,0,0,1,1
"2018_33299527405818_104_2021",2021,6789.7493017,17,"Male",1,3,1,1,0,"Other language",0,0,1,1,0,0,1,1,0,0,0,NA,4,0
"2018_33299527448618_104_2021",2021,3738.4483705,15,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,1,1,1,1,0,0,4,1
"2018_33299527448618_105_2021",2021,3731.2982947,12,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,1,2,0,1,1,0,4,1
"2018_33299528508018_103_2021",2021,13237.549072,12,"Male",1,2,2,0,0,"English only",1,0,0,0,0,1,1,2,0,0,1,0,1,1
"2018_33299530394418_103_2021",2021,7687.2631293,16,"Male",1,NA,1,1,0,NA,0,0,0,0,1,0,3,1,1,0,0,NA,1,1
"2018_33299533427718_402_2021",2021,1721.4823764,8,"Male",1,3,2,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33299534219618_103_2021",2021,5469.0184147,9,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,1,1,4,1
"2018_33299534219618_104_2021",2021,5743.8800334,7,"Male",1,2,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,1,1,4,1
"2018_33299534475918_103_2021",2021,10183.068878,11,"Male",2,3,1,1,1,"English only",0,0,0,0,1,0,4,4,0,0,1,0,1,1
"2018_33299540398818_103_2021",2021,8825.9779674,14,"Female",2,3,1,1,1,"English only",1,0,0,0,0,0,1,4,0,0,0,0,1,0
"2018_33299540398818_104_2021",2021,8825.9779674,12,"Female",2,3,1,1,1,"English only",1,0,0,0,0,0,1,4,0,0,0,0,1,0
"2018_33299540398818_105_2021",2021,9760.2666062,10,"Male",2,3,1,1,1,"English only",1,0,0,0,0,0,2,4,0,0,0,0,1,0
"2018_33299540627718_105_2021",2021,10484.097164,12,"Male",2,3,1,0,0,"English only",0,0,0,0,0,0,3,1,0,0,0,0,1,0
"2018_33299540809818_103_2021",2021,7286.0387106,8,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33299541875918_103_2021",2021,6426.8802614,9,"Female",4,3,2,1,1,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33299541875918_104_2021",2021,8066.2929787,6,"Male",4,3,2,1,1,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33299568402018_102_2021",2021,9970.6030998,13,"Female",2,3,2,0,0,"English only",1,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33299568402018_103_2021",2021,10477.099525,10,"Female",2,3,2,0,0,"English only",1,0,0,0,0,0,1,1,0,0,0,0,2,0
"2018_33299582855318_104_2021",2021,5614.4001177,10,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,1,1,1,0,4,1
"2018_33299584923318_104_2021",2021,6582.024594,15,"Male",1,3,2,0,0,"Other language",0,1,0,0,0,0,3,3,0,0,0,NA,1,0
"2018_33299584923318_105_2021",2021,6071.504947,14,"Male",1,3,2,0,0,"Other language",0,1,0,0,0,0,2,1,0,0,0,0,1,0
"2018_33299584923318_106_2021",2021,6059.8927175,11,"Male",1,3,2,0,0,"Other language",0,1,0,0,0,0,1,1,0,0,0,0,1,0
"2018_33299586148318_103_2021",2021,6353.4831615,8,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,0,1,0,2,1
"2018_39811404925518_103_2021",2021,8978.3309472,14,"Male",2,3,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,4,0
"2018_39811404925518_104_2021",2021,8978.3309472,13,"Male",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_39811407350618_104_2021",2021,5345.936067,8,"Male",1,3,2,0,1,"Other language",1,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39811411488018_104_2021",2021,7687.1146802,11,"Male",3,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,0,1,0
"2018_39811411495418_104_2021",2021,4373.9636276,13,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,2,2,0,0,0,0,4,0
"2018_39811411495418_105_2021",2021,4808.6847114,6,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_39811419900918_202_2021",2021,3256.7912172,17,"Male",2,3,2,0,0,"English only",0,0,0,0,0,1,2,2,0,0,0,NA,3,0
"2018_39811420948918_105_2021",2021,3930.6104063,16,"Female",1,3,2,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2018_39811427659418_103_2021",2021,6858.2818999,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,3,0
"2018_39811427659418_104_2021",2021,6858.2818999,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,NA,3,0
"2018_39811440600918_104_2021",2021,4099.6804541,17,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,3,2,0,1,0,NA,2,1
"2018_39811440627618_401_2021",2021,5791.3324508,12,"Female",2,3,NA,NA,NA,"English only",0,0,0,0,0,1,2,1,1,1,0,1,2,1
"2018_39811440818318_107_2021",2021,5265.4759746,12,"Male",1,3,2,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,1,4,1
"2018_39811443853118_401_2021",2021,4529.9231453,16,"Male",2,3,NA,NA,1,"English only",0,0,0,0,0,0,1,1,0,0,0,NA,2,0
"2018_39811443873818_103_2021",2021,5280.9532472,9,"Female",1,3,3,0,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_39811443873818_104_2021",2021,6015.9493079,11,"Male",1,3,3,0,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,4,1
"2018_39811447225518_203_2021",2021,0,13,"Male",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018_39811453339218_104_2021",2021,6795.6099202,15,"Female",2,3,2,0,1,"English only",1,1,0,1,0,0,2,2,0,0,0,0,2,0
"2018_39811481039218_103_2021",2021,4608.1625416,6,"Male",1,3,1,0,1,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_39817209214018_104_2021",2021,7730.6197306,6,"Male",2,3,2,0,1,"English only",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_39827611440118_102_2021",2021,4075.3124489,8,"Male",2,3,1,1,0,"English only",0,0,1,0,0,0,6,6,0,0,0,0,1,0
"2018_39828505781118_103_2021",2021,6546.4427151,15,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,3,0,0,0,0,1,0
"2018_39828505781118_104_2021",2021,6027.1334402,12,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,0,1,0
"2018_39828505781118_105_2021",2021,7252.1796634,7,"Female",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39828505782018_103_2021",2021,5429.3348561,10,"Male",1,4,1,1,0,"English only",0,0,0,0,1,0,2,3,1,0,1,0,1,1
"2018_39828505782018_104_2021",2021,5434.3914813,6,"Male",1,4,1,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_39828509852218_103_2021",2021,4017.3359615,16,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,1,1,1,1,0,NA,1,1
"2018_39828509852218_104_2021",2021,3902.8992533,15,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,3,3,0,1,0,NA,1,1
"2018_39828509853818_104_2021",2021,2387.8944457,16,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,NA,5,0
"2018_39828510187318_103_2021",2021,3044.1617719,16,"Male",1,4,2,1,0,"English only",0,0,0,0,0,1,1,2,1,0,0,NA,1,1
"2018_39828520908918_401_2021",2021,6141.224236,14,"Male",2,3,2,0,1,"English only",0,0,0,1,0,0,3,3,0,0,0,0,5,0
"2018_39828527434418_401_2021",2021,3392.5169062,17,"Female",2,3,1,1,0,"English only",0,0,0,1,0,0,1,1,0,0,1,NA,2,1
"2018_39828534208718_103_2021",2021,8041.9126173,17,"Male",1,4,2,1,0,"English only",0,0,0,0,0,1,1,2,1,1,1,NA,3,1
"2018_39828534294818_104_2021",2021,4591.2230778,15,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,1,1,0,0,0,0,5,0
"2018_39828534294818_105_2021",2021,5344.3953143,12,"Female",1,4,1,1,0,"English only",0,0,0,0,0,1,2,2,0,1,0,0,5,1
"2018_39828540683018_105_2021",2021,2898.3929687,11,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,1,0,4,1
"2018_39828540683018_106_2021",2021,3301.4496492,9,"Female",1,4,1,1,0,"English only",0,0,0,0,0,1,3,1,0,0,1,0,4,1
"2018_39828540683018_107_2021",2021,3216.6236017,6,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,4,2,0,0,1,0,4,1
"2018_39828550133818_102_2021",2021,7536.496844,13,"Male",4,4,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,1,0,1,1
"2018_39828558852218_103_2021",2021,9209.0885147,17,"Female",4,4,1,1,0,"English only",0,0,0,0,0,0,3,3,1,0,0,NA,2,1
"2018_39828558881118_103_2021",2021,5432.1768624,9,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,2,1,0,1,0,0,1,1
"2018_39828558887318_103_2021",2021,3818.1794012,12,"Female",1,4,1,1,0,"English only",0,0,0,0,0,1,2,1,0,0,1,0,3,1
"2018_39828559769118_102_2021",2021,7108.6304522,8,"Female",1,4,3,0,1,"English only",1,0,0,1,0,1,1,2,0,0,0,0,1,0
"2018_39828560484918_104_2021",2021,4797.2190201,7,"Male",1,4,2,1,0,"English only",0,0,0,0,0,1,3,3,0,0,0,0,1,0
"2018_39828560625818_103_2021",2021,11643.839992,17,"Male",2,3,1,1,0,"English only",0,0,0,1,0,1,3,3,1,0,0,NA,2,1
"2018_39828560684918_103_2021",2021,4812.3467576,16,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,1,2,0,1,1,NA,2,1
"2018_39828560684918_104_2021",2021,6599.546952,15,"Male",1,4,1,1,0,"English only",0,0,0,0,0,1,1,2,0,1,1,NA,2,1
"2018_39828560933818_103_2021",2021,5216.2641273,9,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,3,2,0,1,0,0,1,1
"2018_39828560933818_104_2021",2021,6514.617099,7,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,1,0
"2018_39828561019318_103_2021",2021,4924.4383985,15,"Female",1,NA,3,NA,0,NA,0,0,0,0,0,0,2,1,0,0,0,1,1,1
"2018_39828561068618_102_2021",2021,6583.7179681,17,"Female",1,3,2,0,1,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,2,0
"2018_39828561068618_103_2021",2021,5130.5066946,14,"Female",1,3,2,0,1,"English only",0,0,0,0,0,0,2,2,0,0,0,0,2,0
"2018_39828561068618_104_2021",2021,5262.9959666,11,"Female",1,3,2,0,1,"English only",0,0,0,0,0,0,2,2,0,0,0,0,2,0
"2018_39828592952218_103_2021",2021,4169.1261757,15,"Female",1,4,1,1,0,"English only",0,0,0,0,0,1,2,2,0,0,0,NA,4,0
"2018_39828592952218_104_2021",2021,3427.9484079,11,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,0,4,0
"2018_39834241859318_103_2021",2021,4803.4650406,11,"Female",1,3,1,0,0,"English only",0,0,0,0,0,0,2,3,1,0,1,0,4,1
"2018_39835905784918_103_2021",2021,5419.4759113,9,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,1,1,1
"2018_39835905784918_104_2021",2021,6247.7720806,8,"Female",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,1,1,1
"2018_39835934253818_103_2021",2021,8133.369448,10,"Male",4,4,1,1,0,"Other language",0,0,0,0,0,0,2,1,0,0,1,0,4,1
"2018_39835934269118_103_2021",2021,6653.018806,15,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,0,0,0,NA,1,0
"2018_39835934269118_104_2021",2021,6842.8202315,11,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,2,1,0,0,0,1,1
"2018_39835934294818_103_2021",2021,5165.5532521,6,"Male",1,4,1,1,0,"English only",0,0,0,0,0,0,2,1,0,0,0,0,1,0
"2018_39840611432418_103_2021",2021,10159.792918,15,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39840611432418_104_2021",2021,12195.765212,8,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39840611432418_105_2021",2021,10159.792918,13,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39840611432418_106_2021",2021,10422.157563,12,"Female",1,3,1,0,1,"Other language",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39840658839218_103_2021",2021,8669.7333352,7,"Female",2,3,2,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39840660627618_104_2021",2021,7413.030448,14,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,1,1,1,1,0,0,1,1
"2018_39840660688018_103_2021",2021,9052.477042,14,"Male",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_39840660688018_104_2021",2021,8427.4866967,9,"Male",2,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,4,0
"2018_39841802108018_103_2021",2021,8138.5283198,11,"Female",2,3,1,0,0,"English only",0,0,0,1,0,0,1,1,0,0,0,0,1,0
"2018_39841802108018_104_2021",2021,8138.5283198,12,"Female",2,3,1,0,0,"English only",0,0,0,1,1,0,1,1,0,0,0,0,1,0
"2018_39841802108018_105_2021",2021,6770.5752701,16,"Male",2,3,1,0,0,"English only",0,0,0,1,0,0,1,1,0,0,0,NA,1,0
"2018_39841802108018_401_2021",2021,9849.4682753,15,"Male",2,3,1,NA,0,"English only",0,1,0,0,0,0,1,1,0,0,0,NA,1,0
"2018_39841803778718_103_2021",2021,9498.5361192,10,"Male",2,3,2,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
"2018_39841803778718_104_2021",2021,8858.8789848,7,"Female",2,3,2,1,0,"English only",0,0,0,0,0,0,3,1,0,0,0,0,1,0
"2018_39841803778718_105_2021",2021,11453.99229,6,"Male",2,3,2,1,0,"English only",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"2018_39841805738118_103_2021",2021,6513.0778465,13,"Female",1,3,1,1,0,"English only",0,0,0,0,0,1,1,1,0,1,0,0,2,1
"2018_39841805738118_104_2021",2021,7725.6392632,10,"Male",1,3,1,1,0,"English only",0,0,0,0,0,1,2,3,1,1,0,0,2,1
"2018_39841809800918_103_2021",2021,4748.0357695,17,"Male",4,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,1,0,NA,3,1
"2018_39841809800918_104_2021",2021,4456.9001705,9,"Female",4,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,3,0
"2018_39841810159918_103_2021",2021,4154.87661,8,"Male",1,3,1,1,0,"English only",0,0,0,0,0,0,1,1,0,0,0,0,1,0
